game_name,subjectivity,polarity
Rogue Legacy,0.363650794,0.576150794
Tiny Bunny,0.573496241,0.583740602
Game Dev Story,0.25,0.489583334
Sky Force Reloaded,0.25,0.489583334
Elven Assassin,0.451830769,0.50423631
Say No! More,0.5375,0.425
The Jackbox Party Pack 8,0.975,0.50625
Thing-in-Itself,0.443212806,0.543936388
Headlander,0.787698413,0.517857143
Yakuza 6: The Song of Life,0.518341503,0.545552956
RPG MO,0.503734671,0.578593418
Brigador: Up-Armored Edition,0.416034483,0.497805643
Drizzlepath: Genie,0.537607323,0.565184244
WARRIORS OROCHI 4 - 無双OROCHI３,0.477602097,0.525470649
FlatOut: Ultimate Carnage,0.4505,0.61975
Red Faction Guerrilla Re-Mars-tered,0.519230769,0.576717033
Darkwood,0.525211988,0.551611842
Ruins Of Mitriom,0.467437192,0.519597417
Kill to Collect,0.444444444,0.569444445
FarmD,0.586349206,0.586444541
Battle Ranch,0.414423077,0.529166667
Batman™: Arkham Origins,0.648888889,0.492936508
Flight of the Paladin,0.841666667,0.5625
My Big Sister,0.515306878,0.579912037
Railway Empire,0.45,0.5875
Pony Island,0.453856479,0.503082755
Kingdoms and Castles,0.499675325,0.643831169
Crazy Chicken,0.497940798,0.591425354
Valentino Rossi The Game,0.56838843,0.562000689
Skater XL,0.5375,0.486837121
BoomTown! Deluxe,0.653507326,0.611158425
Bejeweled 3,0.717708333,0.719791667
Cute Dogs,0.562664021,0.552553572
Evil Genius 2,0.6,0.55
Guns of Icarus Online,0.536414566,0.553308824
Endless Fables: The Minotaur's Curse,0.568787879,0.653068182
FINAL FANTASY TYPE-0 HD,0.499832621,0.541099694
Resident Evil: Operation Raccoon City,0.493518519,0.619444445
L.A. Noire,0.532227776,0.555307699
BABYLON'S FALL DEMO,0.529365079,0.549404762
GOD EATER 2 Rage Burst,0.758333333,0.504166667
勇士冲冲冲,0.603571429,0.571428572
MINDNIGHT,0.475,0.5
HITMAN 3 Demo,0.681986532,0.533964647
Street Fighter X Tekken,0.566666667,0.5375
Jump King,0.5,0.75
Skiing VR,0.466517857,0.536458334
Goodbye Deponia,0.549525475,0.459228272
UNBEATABLE [white label],0.375,0.366666667
Call of Duty: Ghosts,0.499393939,0.490707071
Middle-earth™: Shadow of Mordor™,0.5,0.75
Call of Duty: Ghosts - Multiplayer,0.346103896,0.51185065
FALLBACK,0.5,0.775
Versus Squad,0.509259259,0.621527778
Stealth Bastard Deluxe,0.488333333,0.634166667
Coloring Pixels,0.2,0.525
Turok,0.482820593,0.604733187
Cookie Clicker,0.707467532,0.374350649
Strangest.io's My Megamix '21,0.811904762,0.630952381
VTOL VR,0.555555556,0.511111111
Teenage Mutant Ninja Turtles: Portal Power,0.444497717,0.502823267
Turok 2: Seeds of Evil,0.475,0.495833334
Sherlock Holmes and The Hound of The Baskervilles,0.47,0.563125
Doki Doki Literature Club Plus!,0.461805556,0.540577652
Village Bus Driver Simulator,0.354353054,0.531276305
MOBIUS FINAL FANTASY,0.3375,0.441666666
Making of Furi: Episode 1 - Conception,0.499859694,0.543451673
Making of Furi: Episode 2 - Game Play,0.589495798,0.376890757
Making of Furi: Episode 3 - Art and Animation,0.617592593,0.495833334
Deity Quest,0.535805861,0.519871795
Deadly Forest,0.566489796,0.502880953
Driftpunk Racer,0.493569163,0.527809323
CarX Drift Racing Online,0.535714286,0.592857143
Assassin's Creed IV Black Flag,0.403125,0.528125
Ziggurat 2,0.519993716,0.515009819
Fortix 2,0.461525974,0.513603896
Disgaea PC,0.620870796,0.601390693
Eronoctosis: Put Yourself Together,0.535813492,0.506250752
NEKOPARA Vol. 3,0.25,0.6
My 1/6 Lover,0.471213624,0.561755953
HuniePop 2: Double Date,0.618928571,0.655178572
Workplace Rhapsody,0.383333333,0.61875
VTuber Editor,0.430718954,0.509803922
Dying Light: Bad Blood,0.4475,0.655833334
Celeste,0.581684982,0.529532967
The Survivalists,0.48,0.63
Last Day of June,0.542417661,0.543088828
"The Haunted Island, a Frog Detective Game",0.503327228,0.576831502
Kung Fury: Street Rage,1,0.25
Joe Danger 2: The Movie,0.496444444,0.449027778
Lowglow,0.544983315,0.532289412
Crab Game,0.3875,0.460416667
GRID,0.570448179,0.601820729
AZMD! Scorepocalypse ,0.653061224,0.719829932
Friday the 13th: The Game,0.450581066,0.633064059
Hard West,0.491666667,0.563333334
Lofi Ping Pong,0.572435897,0.567628205
Pixel Puzzles 4k: Japan,0.325,0.3375
Sleeping Dogs: Definitive Edition,0.560606061,0.359090909
You Are Not a Banana: Better Edition,0.583928571,0.472767857
Placement,0.4,0.3
Depth,0.522051282,0.532163462
Snuggle Truck,0.433333333,0.608333334
Thimbleweed Park,0.533333333,0.483333334
Angels of Death,0.183333333,0.483333334
ANVIL,0.233333333,0.466666667
Influent,0.48125,0.575
DiRT 2,0.962962963,0.541666667
Fantasy and Girls,0.561269841,0.568571429
Battlerite,0.548148148,0.547222222
TDP4:Team Battle,0.44,0.6675
Mortal Kombat X,0.551680442,0.524302621
Chippy,0.615365079,0.525936508
Digimon Masters Online,0.615365079,0.525936508
Nyasha Valkyrie,0.533503401,0.538180272
Shop Titans,0.714810924,0.482825631
Audiosurf,0.6125,0.6625
Russian Fishing 4,0.366666667,0.558333334
SCP: Containment Breach Multiplayer,0.505901774,0.503247301
Mini Motor Racing EVO,0.604166667,0.560416667
Lovely Archeologists,0.545833333,0.570833334
Highrisers,0.361666667,0.54
Chill Corner,0.528571429,0.60952381
Refunct,0.324285714,0.47
4 Alice Magical Autistic Girls,0.525,0.589285715
Rec Room,0.25,0.6125
Dark Void Zero,0.426666667,0.5275
Fated Souls 3,0.6,0.3
Elements: Soul of Fire,0.3,0.65
Divinity: Original Sin Enhanced Edition,0.56452381,0.587926588
Dead Rising 2,0.325,0.6375
Ultra Street Fighter IV,0.4,0.575
Among Trees,0.571296296,0.672685185
StarCrawlers Chimera,0.204761905,0.542857143
Fetish Locator Week Two,0.503571429,0.606197479
Dead Rising 2: Off the Record,0.733333333,0.35
Cyber Lady,0.586575758,0.531863637
Magrunner: Dark Pulse,0.408333333,0.601666667
Kingdom Two Crowns,0.469823232,0.524431818
1993 Space Machine,0.325,0.6125
Mon Bazou,0.633333333,0.325
Call of Duty: Advanced Warfare,0.675740741,0.492685185
Sunrider Academy,0.575,0.5375
Call of Duty: Advanced Warfare - Multiplayer,0.529551821,0.584138656
Guts and Glory,0.516171923,0.577634122
Warpips,0.45,0.4875
Death Squared,0.458333333,0.558333334
The Wandering Village Demo,0.51264881,0.4171875
Cortex Command,0.379400353,0.579848159
hack_me 2,0.545,0.71
Super Bit Blaster XL,0.6,0.55
Twilight Struggle,0.426190476,0.45952381
Ed-0: Zombie Uprising,0.613636364,0.592045455
Reigns: Game of Thrones,0.6,0.7525
MarsVR: Mars Desert Research Station VR,0.379166667,0.562239584
Gold Rush! Classic,0.6,0.85
Titanfall™,0.588888889,0.335227273
Substance 3D Painter 2021,0.55,0.61
CameraBag Pro,0.675925926,0.529166667
Back to Bed,0.401530612,0.491836735
Barotrauma,0.630952381,0.585714286
Unravel,0.50502381,0.551097944
Unravel Two,0.711111111,0.872222222
Rayman Legends,1,0.583333333
8Doors: Arum's Afterlife Adventure,0.4,0.45
Unreal II: The Awakening,0.436666667,0.5675
The Assembly,0.4,0.7
Trapped In Stone,0.413636364,0.629545455
Stories: The Path of Destinies,0.4,0.7
Unreal Tournament 3: Black Edition,1,0.8
Unreal Tournament 2004,0.421875,0.61484375
Aion,0.469642857,0.584821429
Bob Came in Pieces,0.470833333,0.541666667
Tarim: Guardians,0.482086168,0.581122449
Unreal Tournament: Game of the Year Edition,0.399206349,0.55515873
Lineage II,0.55,0.8
Unreal Development Kit,0.490984333,0.583600031
Tricolour Lovestory,0.485714286,0.589285715
Mindustry,0.5,0.75
The Home Of Closed Doors,0.78125,0.527083334
Nuclear Throne,0.599737029,0.55068941
Capelord: Bounty Hunters Playtest,0.283333333,0.658333334
Death penalty: Beginning ,0.416666667,0.603205128
Until I Have You,0.583333333,0.6
Umineko When They Cry - Question Arcs,0.437142857,0.546964286
Canyon Capers,0.359848485,0.48939394
Nine Sols Demo,0.761904762,0.610119048
The Forest,0.732323232,0.520265152
Midair,0.403535354,0.555808081
Townscaper,0.35,0.7
Mini Motorways,0.270833333,0.46875
We Were Here Together,0.407323232,0.538383839
Aery - Calm Mind 2,0.539393939,0.472727273
Octave,0.666666667,0.6625
Hentai Girl Hime,0.58,0.46
CARNAL,0.413333333,0.603333334
140,0.633333333,0.5375
Elves Adventure,0.633333333,0.725
TopplePOP: Bungee Blockbusters Playtest,0.692857143,0.530952381
Corridor Z,0.50625,0.421875
Steam Heroes,0.666666667,0.583333333
Verdun,0.455555556,0.6
Iris and the giant,0.628571429,0.610714286
Prince of Persia: Warrior Within,0.423636364,0.514545455
Ziggurat,0.7,0.25
How to Take Off Your Mask Remastered,0.38,0.6275
Hotline Miami 2: Wrong Number Digital Comic,0.507352941,0.580147059
Bomber Crew,0.84,0.61
Timberborn,0.1,0.4
Far Cry,0.9,0.7
Space Run,0.536875,0.5046875
Wizard101,0.55,0.685714286
Prince of Persia: The Two Thrones,0.500920635,0.587206349
Spyro™ Reignited Trilogy,0.431825397,0.592202381
Tom Clancy's Rainbow Six: Vegas,0.9,0.7
Banished,0.3,0.6
How to Fool a Liar King Remastered,0.388888889,0.472222222
Virtual Studio,0.597222222,0.625
Tom Clancy's Splinter Cell: Chaos Theory,0.84375,0.421875
PLAYNE,0.525,0.6375
The Odyssey of the Mammoth,0.717857143,0.617857143
Virginia,0.558290699,0.600587039
Ninja Girl and the Mysterious Army of Urban Legend Monsters! ~Hunt of the Headless Horseman~,0.533209257,0.510810213
Prince of Persia: The Sands of Time,0.518531746,0.596731151
Daikatana,0.527272727,0.441666666
Greyfox,0.379166667,0.548697917
PROMOD Playtest,0.6,0.85
Color Party,0.484848485,0.606060606
Carmageddon: Max Damage,0.279666667,0.5085
Battle Sad Boy,0.398039216,0.482843138
Contractors VR,0.4,0.3
Aura Kingdom 2,0.457099676,0.512181474
Geneshift,0.78,0.605
No Man's Sky,0.5,0.75
Hijacker Jack,0.501590909,0.685113637
A Robot Named Fight,1,0.25
Pathologic 2,0.481666667,0.624166667
H1Z1: Test Server,1,1
Dakar 18,0.641025641,0.592307693
Moving Out,0.55,0.525
Syberia,0.666666667,0.791666667
Oblivity,0.5125,0.675
Syberia 2,0.407407407,0.476620371
Xenonauts 2,0.695833333,0.434027778
Max Payne (RU),0.331818182,0.437819603
Betrayer,0.380502831,0.542340993
Sokpop S09: pyramida,0.537954545,0.434318182
The Uncertain: Last Quiet Day,0.395075758,0.521969697
KATANA KAMI: A Way of the Samurai Story ,0.533333333,0.466666667
Snood,0.847222222,0.65625
Mushroom 11,0.351388889,0.473958334
"Lewd Girls, Leave Me Alone! I Just Want to Play Video Games and Watch Anime! Hentai Edition",0.4375,0.5625
Avadon: The Black Fortress,0.588095238,0.673809524
Apocalipsis,0.2,0.55
Memoria,0.458333333,0.6375
Hired Ops,0.416313131,0.588585859
Swarm Arena,0.427240741,0.602768519
Terraforming Mars,0.46,0.58
Premium Bowling,0.675,0.7
PickCrafter,0.366666667,0.583333333
Crazy Max VR,0.598531746,0.610436508
My Colony,0.322222222,0.505555556
Retro Machina,0.691666667,0.620833334
Super Cyborg,0.476471445,0.555324884
DARK SOULS™ III,0.713333333,0.29
DARK SOULS™: REMASTERED,0.484301347,0.479301948
Ravenfield,0.580059524,0.522842262
Cube World,0.459166667,0.635925926
War Robots,0.618518519,0.605555556
Momentum Mod,0.356135011,0.528223079
天岚行 - Through the Mist and Sky,0.333333333,0.625
Tank Mechanic Simulator,0.366666667,0.625
The Shapeshifting Detective,0.19375,0.509375
- Arcane Raise -,0.472222222,0.631944445
Foxhole,0.477777778,0.555555556
Neon Defense 1 : Pink Power,0.421428571,0.442857143
Tower Tactics: Liberation Playtest,0.9,0.2
Police Simulator: Patrol Officers,0.35625,0.390625
Going Medieval,0.3,0.425
Nights of Azure 2,0.541666667,0.441666666
SEX with HITLER,0.38,0.445
Legend of Mysteria,1,0.65625
Super Robot Wars 30,0.8,0.2
Portal 2: Community Edition,0.45,0.4
Age of History II,0.47707231,0.536199295
Marvel's Avengers,0.338149351,0.499025974
lure,0.410964912,0.59160401
Bobok,1,0.9
Beat Stickman: Infinity Clones,0.9,0.8
Dorfromantik,0.3,0.558333334
Missile Command: Recharged,0.2,0.4625
Easy Red 2,0.427272727,0.434090909
Flem,0.53030303,0.582670455
Layers of Fear 2,0.62,0.59
STRIDE,0.5,0.75
Watch_Dogs,0.405454545,0.559318182
NEKO-NIN exHeart,0.438708514,0.355429293
Cute Bite,0.494047619,0.563392857
Plunder Panic,0.703703704,0.585185185
Trap Legend,0.666666667,0.666666667
Karryn's Prison,0.8,0.433333334
Keep Talking and Nobody Explodes,0.5,0.75
Sex Search,0.571428571,0.541964286
Sanctum 2,0.69375,0.434375
I AM BUTTER VR,0.377272727,0.534090909
THE KING OF FIGHTERS XIV STEAM EDITION,0.458928571,0.632142857
Holy Potatoes! We’re in Space?!,0.9,0.8
Lovely Warriors,0.6,0.3
Days Gone,0.5,0.75
Seed of Life,0.4,0.56875
Perfect Heist 2,0.316666667,0.528787879
Embr,0.775,0.44375
Hatred,0.6328125,0.51015625
Blood West,0.412662338,0.604139611
Hentai Sea Battle,0.506666667,0.506666667
DCL - The Game,0.4,0.55
Hextones: Spacetime,0.75,1
Source SDK Base 2013 Singleplayer,0.590575397,0.674107143
Luminary,0.519155844,0.568364448
The Witness,0.666666667,0.602083334
Source SDK Base 2013 Multiplayer,0.4,0.3
Britannic: Patroness of the Mediterranean,0.43047138,0.486083053
BomberZone,0.446683246,0.551292254
The Legend of Heroes: Trails of Cold Steel,0.439460678,0.549181999
Gas Guzzlers Extreme,0.439460678,0.549181999
Music Maker (64 Bit) Steam Edition,0.439460678,0.549181999
GizmoVR Video Player,0.439460678,0.549181999
Battle vs Chess,0.439460678,0.549181999
Agatha Christie - The ABC Murders,0.439460678,0.549181999
Driver Booster 5 for Steam,0.439460678,0.549181999
Forgotten Realms: The Archives - Collection One,0.333333333,0.583333333
Last Days of Spring Visual Novel,0.437142857,0.547142857
Nioh 2 – The Complete Edition,0.541666667,0.43125
Yogurt!,0.566666667,0.555555556
BATTLETECH,0.47520202,0.565871212
ADventure Lib,0.5,0.616666667
The Crown of Leaves,0.255,0.4325
Sonic Forces,0.340674603,0.505059524
One-Eyed Lee and the Dinner Party,0.25,0.48
MechWarrior Online,0.577777778,0.479166667
VirtualHere for Steam Link,0.5,0.5625
Donut County,0.2225,0.51625
!Anyway!,0.5,0.5625
Elegos Playtest,0.257142857,0.592857143
Wattam,0.658333333,0.405
Ara Fell: Enhanced Edition,0.525,0.3125
Escape Dungeon,0.4375,0.6015625
GunsBox VR,0.5025,0.63875
Golden Dungeons,0.25,0.625
"Invisible, Inc.",0.375,0.6
Hard Reset Redux,0.466666667,0.45
Open Hexagon,0.331060606,0.511742424
Puyo Puyo™ Tetris® 2,0.333333333,0.35
Guardians of Orion (Phase 2),0.474342105,0.560244361
10th Corpse,0.445238095,0.630952381
Cooking Simulator VR,0.888888889,0.45
They Bleed Pixels,0.498809524,0.514285715
Take On Mars,0.401046176,0.582359308
Primal Fears,0.5,0.25
Project Rhombus,0.4546875,0.5984375
Golf It!,0.4,0.716666667
11-11 Memories Retold,0.3,0.625
Company of Heroes: Europe at War,0.600416667,0.680399305
Coloring Game 4,0.666666667,0.572222222
Sid Meier's Ace Patrol,0.466666667,0.433333334
100 hidden cats,0.35,0.415277778
RISK: Global Domination,0.456601732,0.607656927
Hardspace: Shipbreaker,0.583333333,0.8
GOD EATER 3,0.478673621,0.551588839
Wrestling Empire,0.333333333,0.666666667
Sid Meier's Ace Patrol: Pacific Skies,0.3,0.48125
Monaco,0.497222222,0.5
Lil Gator Demo,0.35,0.7
Miko Mole,0.5,0.625
Stack,0.542857143,0.607142857
Corruption of Champions II,0.410002035,0.536062372
Cladun Returns: This Is Sengoku!,0.5,0.375
Chesskoban,0.266666667,0.472222222
Jitsu Squad,0.15,0.55
Offspring Fling!,0.2,0.475
Spare Parts: Episode 2,0.25,0.625
BlazBlue Cross Tag Battle,0.617777778,0.55
Sakura Beach 2,0.35,0.7
Cognition Method: Initiation,0.35,0.4
Sword Daughter,0.238888889,0.586111111
Homeworld Remastered Collection,0.4,0.566666667
Memory Novel - The Sex Sauna,0.5,0.5625
eFootball PES 2021 SEASON UPDATE,0.563333333,0.606666667
Deadlight,0.383333333,0.566666667
The Blackwell Legacy,0.313636364,0.460795455
RIDE 4,0.5,0.666666667
Areia,0.26,0.54
Lila’s Sky Ark Demo,0.237179487,0.551923077
Pizza Express,0.233333333,0.6
EVERSPACE™ 2,0.444444444,0.625
DARK SOULS™: Prepare To Die Edition,0.403531746,0.478392857
The Walking Dead: The Final Season,0.616666667,0.3625
Assetto Corsa,0.45,0.35
Alder's Blood: Prologue,0.5,0.375
Heroes Never Lose: Professor Puzzler's Perplexing Ploy,0.29375,0.40125
Red Solstice 2: Survivors,0.133333333,0.489583334
Dry Drowning Demo,0.416666667,0.572916667
Breeders of the Nephelym: Alpha,0.178,0.481
The Binding of Isaac,0.482104377,0.561195286
The Count Lucanor,0.512698413,0.585714286
Puzzle Light: Rotate,0.477380952,0.475595238
12 Labours of Hercules,0.4505,0.651
Post Trauma Demo,0.2,0.55
Conan Exiles,0.25,0.625
Retro three kingdoms : Special edition,0.433333333,0.597619048
Hello Lady! - Complete Edition,0.504761905,0.678968254
Walking Zombie 2,0.4,0.560714286
