game_name,scaled_rating
TEKKEN 7,0.809801697
iFactor,0.183413078
DEMON'S TILT,0.928936265
Hot Squat,0.935470861
while True: learn(),0.886656705
Chime,0.927380641
Warface,0.656943887
PIPE,0.881134672
Deserter Simulator,0.49122807
Brawlhalla,0.814620477
Megamagic: Wizards of the Neon Age,0.767222936
JDM Tuner Racing,0.316923487
Pillars of Eternity,0.846162109
Ultimate Marvel vs. Capcom 3,0.857791928
Weird Worlds: Return to Infinite Space,0.574794975
HALF DEAD 2,0.84
Citizens of Earth,0.75008489
Empathy: Path of Whispers,0.596294106
Eleven Table Tennis,0.941410412
MinosMaze - The Minotaur's Labyrinth,0.503875969
JUMP FORCE,0.506493899
Gauntlet™ ,0.753312075
Boundless,0.667062714
Snakebird,0.920284094
Kingdom Clicker,0.438596491
Another Brick in The Mall,0.795132994
9Dragons,0.589075783
Halo: Spartan Strike,0.812275167
Space Hulk: Deathwing - Enhanced Edition,0.636695907
Husk,0.348904806
Particle Fleet: Emergence,0.911936704
Pit People,0.934583555
Queen's Quest: Tower of Darkness,0.625730995
Devil Daggers,0.946784125
Alone in the Dark,0.321404904
To Be or Not To Be,0.91799724
Rainbow Snake,0.761828815
The Warlock of Firetop Mountain,0.741854637
Use Your Words,0.79263474
Taken Souls: Blood Ritual Collector's Edition,0.270175439
Mist Survival,0.806376623
The Witcher 3: Wild Hunt,0.974065951
Shadow Warrior 2,0.863413508
Umbrella Corps,0.186747356
TOXIKK,0.737040243
Upside Down,0.858566726
Kingdom Rush Origins,0.928411633
Degeneration,0.438596491
Heli Heroes,0.389473684
Transport Defender,0.739508772
Depression The Game,0.703578947
F1 2014,0.751098024
FINAL FANTASY XIII,0.6822634
God's Trigger,0.830163645
MAGICAL×SPIRAL,0.578947368
FINAL FANTASY XIII-2,0.557447202
Desktop Dungeons,0.899334544
Furi,0.886109453
Rage Wars,0.687503549
Shadow of the Tomb Raider,0.675240595
One Finger Death Punch 2,0.963114093
South Park The Fractured But Whole,0.669724114
Inside My Radio,0.89087809
Ys SEVEN,0.899992897
Ys: Memories of Celceta,0.922321527
PewDiePie: Legend of the Brofist,0.87494377
Lost Planet 3,0.567120958
Tokyo Xanadu eX+,0.890724378
ISLANDERS,0.944826969
Age of Wonders III,0.773477537
HOARD,0.775705613
A Clockwork Ley-Line: The Borderline of Dusk,0.922565034
Street Racing Syndicate,0.795499155
AppGameKit Classic,0.879699248
Air Missions: HIND,0.766729844
Tales of Maj'Eyal,0.948166146
Sakura Gamer,0.862913097
Guns'n'Stories: Bulletproof VR,0.895064765
Life is Strange: Before the Storm,0.926515967
LOR - League of Runners,0.290858726
Project Highrise,0.788548584
Hello Neighbor,0.669002077
I Expect You To Die,0.923821352
Infektor,0.812865497
Mr Shifty,0.854828992
D4: Dark Dreams Don't Die,0.788215126
Chompy Chomp Chomp,0.647915199
Scythe: Digital Edition,0.696928697
Curious Expedition,0.878615458
Dark Devotion,0.668261564
Unforgiving Trials: The Darkest Crusade,0.576970596
Workers & Resources: Soviet Republic,0.792147034
Uriel's Chasm,0.068049872
Driftland: The Magic Revival,0.80424006
Cultist Simulator,0.723289265
Farm Frenzy Collection,0.91682911
Spirit Hunter: Death Mark,1
Defy Gravity,0.843418504
Call of Duty: Infinite Warfare,0.354680541
F1 2016,0.821471059
Marooners,0.667931381
Crome: Before Purgatory,0.919799499
Hand of Fate 2,0.849709259
Euro Truck Simulator 2,0.96418091
Blast-off,0.928710666
WWE 2K19,0.542256006
Total War: ATTILA,0.700714269
The Last Leviathan,0.736406479
Pool Panic,0.847754981
Rise of the Triad: Dark War,0.897926635
東方幕華祭 TouHou Makuka Sai ~ Fantastic Danmaku Festival,0.960371517
Minion Masters,0.873350132
Rise of the Tomb Raider,0.918448708
The Mammoth: A Cave Painting,0.890251946
DUCATI - 90th Anniversary,0.625730995
War of Rights,0.766051313
Ghostlords,0.965975545
Zombillie,0.694889398
Door Kickers: Action Squad,0.915188196
Valiant Hearts: The Great War™ / Soldats Inconnus : Mémoires de la Grande Guerre™,0.95133748
Chicken Assassin: Reloaded,0.938131042
The First Tree,0.739910524
Pavlov VR,0.879468856
Forager,0.874844444
Dead Drop,0.775438596
Detention,0.73119832
Return of the Obra Dinn,0.964311757
BIT.TRIP RUNNER,0.844933642
Gryphon Knight Epic,0.818212197
"10,000,000",0.880701754
Castle of Illusion,0.885443338
WARMODE,0.542991084
Never give up!,0.881809788
Delve Deeper,0.535087719
The Four Kings Casino and Slots,0.645665428
The Elder Scrolls V: Skyrim Special Edition,0.735439001
Undertale,0.950667068
Pizza Connection 3,0.351267056
Card Hunter,0.846287873
Wolcen: Lords of Mayhem,0.641733212
Beat Saber,0.924673637
Oxygen Not Included,0.924842659
Serious Sam Classics: Revolution,0.876819709
Haunted,0.715745059
Antigraviator,0.654520917
Horizon Shift,0.766081872
MachiaVillain,0.607908661
SEUM: Speedrunners from Hell,0.946382811
PC Building Simulator,0.881415176
Shroud of the Avatar: Forsaken Virtues,0.451539512
Layers of Fear,0.883659126
Crashlands,0.848438082
Conflict of Nations: World War 3,0.426981246
Heroes & Generals,0.614622963
The Rake: Red Forest,0.361054571
Fallout Shelter,0.840028014
Neighbours from Hell,0.966116474
Q.U.B.E. 2,0.80355111
Warspear Online,0.653533834
Domino Sky,0.847754981
"Forgotten, Not Lost - A Kinetic Novel",0.861808367
ShellShock Live,0.888161697
Lethis - Path of Progress,0.658097741
Bigscreen Beta,0.870602095
If My Heart Had Wings,0.918007757
Company of Heroes ,0.885444148
Sairento VR,0.888039186
Dead Cells,0.941380374
Luna Online: Reborn,0.495140729
Chime Sharp,0.754051796
Little Nightmares,0.87127388
"Peace, Death!",0.934450061
Crawl,0.955236929
Elite Dangerous,0.667350022
Alice's Patchworks 2,0.721408785
ENDLESS™ Space 2,0.780240984
Baldur's Gate: Enhanced Edition,0.84026236
Remember Me,0.812951378
X4: Foundations,0.634890679
Killer is Dead,0.725436853
Blasters of the Universe,0.886457717
Resident Evil 2,0.953620844
Hyper Jam,0.924426451
Wreckfest,0.753418883
Lethal League,0.929900536
Tom Clancy's Rainbow Six Siege,0.784613304
LEGO® The Incredibles,0.789473684
Mysterium,0.748778339
Cadria Item Shop,0.69350403
Uncanny Valley,0.560869386
Idle Racing GO: Car Clicker Tycoon,0.324412727
Dolphin Swim,0.518796992
Heart&Slash,0.796129891
RimWorld,0.975585578
Blood Harvest 3,0.740890688
WRC 7,0.613841233
Cookies vs. Claus,0.853090671
March of the Living,0.723937944
Pressure Overdrive,0.75048733
Fly O'Clock,0.799003682
This Is the Police 2,0.735998513
Worms W.M.D,0.777127028
Lust for Darkness,0.67701681
Hare In The Hat,0.651995486
Tesla Effect,0.862211309
Ne no Kami - The Two Princess Knights of Kyoto,0.846889953
HYPERCHARGE: Unboxed,0.863247863
Everyday Genius: SquareLogic,0.978197922
TrackMania² Canyon,0.780357238
Fox Hime,0.843265941
Gloria Victis,0.647467125
Shift Happens,0.891341256
Lucadian Chronicles,0.801857585
FINAL FANTASY X/X-2 HD Remaster,0.884966774
Hexologic,0.953983318
Crowntakers,0.725298996
Jeeboman,0.704524469
Holdfast: Nations At War,0.836702649
Emily is Away Too,0.922529415
Borderlands: The Pre-Sequel,0.740761045
Akane,0.979255297
Ni no Kuni™ II: Revenant Kingdom,0.814320665
Anna's Quest,0.865579441
Eryi's Action,0.862143242
LEGOⓇ Indiana Jones™: The Original Adventures,0.750805585
The Secret of Monkey Island: Special Edition,0.943142754
The Room Two,0.97385366
STAR WARS™: Knights of the Old Republic™,0.864331396
Fated Souls 2,1
Gahkthun of the Golden Lightning Steam Edition,0.937621832
STAR WARS™: Dark Forces,0.885167464
LEGO® Star Wars™: The Complete Saga,0.912606082
Marble Race,0.822714681
LEGO® Indiana Jones™ 2: The Adventure Continues,0.705326665
Monkey Island 2: Special Edition,0.943725662
LUMINES REMASTERED,0.940002678
STAR WARS™ Empire at War: Gold Pack,0.935765447
A Sirius Game,0.451072125
Grim Legends 3: The Dark City,0.921943897
How to Survive 2,0.665486358
Neptune: Arena FPS,0.673365231
Heavy Dreams,0.294452348
Putt-Putt Goes to the Moon,0.906432749
Oik 3,0.860848703
LEGO® Star Wars™ III: The Clone Wars™,0.837105718
Putt-Putt Saves The Zoo,0.954699429
Putt-Putt Travels Through Time,0.892333574
Drift Horizon Online,0.338413374
Kindergarten,0.930014739
Putt-Putt and Fatty Bear's Activity Pack,0.816267942
12 Labours of Hercules V: Kids of Hellas,0.877588709
Call of Duty: Modern Warfare Remastered,0.447539202
Queen's Quest 3: The End of Dawn,0.712770298
Delta Force: Black Hawk Down,0.908097646
RŌA,0.157894737
Darkest Dungeon®,0.843246513
CRSED,0.736312495
NieR:Automata™,0.783403921
Valkyria Chronicles™,0.902998733
Kingdom Rush Frontiers,0.953162662
TSIOQUE,0.98262581
Toy Soldiers: Complete,0.724752839
Mafia III: Definitive Edition,0.432694855
